away_team,home_team,away_st_downs,home_st_downs,away_passing_st_downs,home_passing_st_downs,away_rushing_st_downs,home_rushing_st_downs,away_st_downs_from_penalties,home_st_downs_from_penalties,away_rd_down_efficiency,home_rd_down_efficiency,away_th_down_efficiency,home_th_down_efficiency,away_total_plays,home_total_plays,away_total_yards,home_total_yards,away_total_drives,home_total_drives,away_yards_per_play,home_yards_per_play,away_passing,home_passing,away_comp_att,home_comp_att,away_yards_per_pass,home_yards_per_pass,away_interceptions_thrown,home_interceptions_thrown,away_sacks_yards_lost,home_sacks_yards_lost,away_rushing,home_rushing,away_rushing_attempts,home_rushing_attempts,away_yards_per_rush,home_yards_per_rush,away_red_zone_made_att,home_red_zone_made_att,away_penalties,home_penalties,away_turnovers,home_turnovers,away_fumbles_lost,home_fumbles_lost,away_defensive_special_teams_tds,home_defensive_special_teams_tds,away_possession,home_possession,home_wins
0,15,18.0,15.0,12.0,11.0,5.0,3.0,1.0,1.0,0.4,0.3333333333333333,0.0,1.0,57.0,54.0,433.0,269.0,9.0,9.0,7.6,5.0,290.0,187.0,0.7586206896551724,0.65625,9.4,5.3,1.0,0.0,0.11764705882352941,0.11538461538461539,143.0,82.0,26.0,19.0,5.5,4.3,0.0,0.0,0.1511627906976744,0.12121212121212122,1.0,1.0,0.0,1.0,0.0,0.0,2047,1553,0
1,25,22.0,26.0,16.0,15.0,4.0,8.0,2.0,3.0,0.2,0.3333333333333333,1.0,0.0,63.0,70.0,356.0,428.0,12.0,15.0,5.7,6.1,293.0,314.0,0.5111111111111111,0.6,6.1,8.5,3.0,1.0,0.1875,0.10526315789473684,63.0,114.0,15.0,33.0,4.2,3.5,0.0,0.0,0.15789473684210525,0.14583333333333334,5.0,1.0,2.0,0.0,2.0,0.0,1472,2128,1
2,20,25.0,12.0,14.0,7.0,10.0,3.0,1.0,2.0,0.42105263157894735,0.15384615384615385,1.0,0.0,88.0,59.0,456.0,210.0,16.0,15.0,5.2,3.6,306.0,111.0,0.5178571428571429,0.34285714285714286,5.3,3.0,4.0,4.0,0.18181818181818182,0.2857142857142857,150.0,99.0,30.0,22.0,5.0,4.5,0.0,0.0,0.10909090909090909,0.08571428571428572,5.0,4.0,1.0,0.0,0.0,2.0,2158,1442,0
3,30,14.0,28.0,10.0,23.0,4.0,5.0,0.0,0.0,0.3333333333333333,0.4444444444444444,0.0,0.0,55.0,67.0,250.0,429.0,11.0,11.0,4.5,6.4,173.0,346.0,0.68,0.6666666666666666,6.0,7.1,0.0,3.0,0.16,0.1111111111111111,77.0,83.0,26.0,18.0,3.0,4.6,0.0,0.0,0.1076923076923077,0.1111111111111111,0.0,3.0,0.0,0.0,2.0,0.0,1806,1794,1
4,22,25.0,16.0,12.0,13.0,13.0,1.0,0.0,2.0,0.5,0.35714285714285715,0.0,0.5,67.0,61.0,390.0,284.0,10.0,11.0,5.8,4.7,228.0,264.0,0.7419354838709677,0.6744186046511628,7.1,5.9,0.0,1.0,0.125,0.25,162.0,20.0,35.0,16.0,4.6,1.3,0.0,0.0,0.15,0.1,0.0,2.0,0.0,1.0,2.0,0.0,1861,1739,0
5,29,21.0,22.0,17.0,13.0,4.0,9.0,0.0,0.0,0.5,0.6875,0.0,0.0,55.0,69.0,376.0,393.0,9.0,11.0,6.8,5.7,292.0,241.0,0.7419354838709677,0.6363636363636364,9.1,6.7,0.0,2.0,0.14285714285714285,0.17647058823529413,84.0,152.0,23.0,33.0,3.7,4.6,0.0,0.0,0.16666666666666666,0.08,0.0,3.0,0.0,1.0,0.0,0.0,1685,1915,0
6,24,22.0,24.0,13.0,17.0,7.0,2.0,2.0,5.0,0.26666666666666666,0.18181818181818182,1.0,1.0,71.0,64.0,459.0,358.0,13.0,12.0,6.5,5.6,306.0,326.0,0.7307692307692307,0.46153846153846156,10.9,6.0,0.0,2.0,0.14285714285714285,0.15384615384615385,153.0,32.0,43.0,10.0,3.6,3.2,0.0,0.0,0.09448818897637795,0.11214953271028037,0.0,3.0,0.0,1.0,0.0,1.0,2350,1250,0
7,31,20.0,21.0,13.0,15.0,6.0,5.0,1.0,1.0,0.6666666666666666,0.7142857142857143,1.0,0.0,58.0,63.0,390.0,384.0,12.0,10.0,6.7,6.1,195.0,266.0,0.5625,0.7037037037037037,6.1,9.9,3.0,1.0,0.0,0.0,195.0,118.0,26.0,36.0,7.5,3.3,0.0,0.0,0.17647058823529413,0.14705882352941177,4.0,1.0,1.0,0.0,0.0,3.0,1722,1878,1
8,18,15.0,19.0,7.0,15.0,6.0,3.0,2.0,1.0,0.2,0.4117647058823529,0.0,0.0,58.0,68.0,275.0,337.0,13.0,13.0,4.7,5.0,199.0,254.0,0.5555555555555556,0.6451612903225806,5.2,7.7,3.0,0.0,0.1,0.16666666666666666,76.0,83.0,20.0,35.0,3.8,2.4,0.0,0.0,0.08974358974358974,0.11428571428571428,4.0,0.0,1.0,0.0,1.0,0.0,1516,2084,1
9,19,22.0,21.0,13.0,16.0,6.0,2.0,3.0,3.0,0.2222222222222222,0.46153846153846156,0.0,0.0,62.0,61.0,377.0,324.0,13.0,11.0,6.1,5.3,191.0,279.0,0.7692307692307693,0.6818181818181818,6.4,5.9,0.0,1.0,0.2,0.125,186.0,45.0,32.0,14.0,5.8,3.2,0.0,0.0,0.12121212121212122,0.12987012987012986,0.0,1.0,0.0,0.0,0.0,1.0,1980,1620,0
10,26,18.0,18.0,9.0,13.0,5.0,2.0,4.0,3.0,0.3125,0.3,0.0,0.0,70.0,57.0,254.0,253.0,12.0,12.0,3.6,4.4,139.0,210.0,0.5294117647058824,0.5555555555555556,3.8,5.7,1.0,1.0,0.21428571428571427,0.2,115.0,43.0,33.0,20.0,3.5,2.2,0.0,0.0,0.14444444444444443,0.09803921568627451,2.0,2.0,1.0,1.0,0.0,0.0,2014,1586,1
11,16,16.0,18.0,14.0,8.0,1.0,8.0,1.0,2.0,0.2,0.35714285714285715,0.0,0.0,49.0,62.0,301.0,258.0,10.0,11.0,6.1,4.2,291.0,128.0,0.696969696969697,0.6666666666666666,8.1,4.9,2.0,0.0,0.25,0.2,10.0,130.0,13.0,36.0,0.8,3.6,0.0,0.0,0.09230769230769231,0.11428571428571428,2.0,0.0,0.0,0.0,0.0,0.0,1353,2247,1
12,28,19.0,20.0,15.0,11.0,2.0,8.0,2.0,1.0,0.5789473684210527,0.5555555555555556,0.5,0.0,71.0,55.0,284.0,334.0,9.0,9.0,4.0,6.1,209.0,240.0,0.55,0.7307692307692307,4.6,8.6,1.0,0.0,0.1388888888888889,0.15384615384615385,75.0,94.0,26.0,27.0,2.9,3.5,0.0,0.0,0.15384615384615385,0.12244897959183673,1.0,1.0,0.0,1.0,0.0,2.0,2105,1495,1
13,27,20.0,26.0,10.0,15.0,9.0,8.0,1.0,3.0,0.26666666666666666,0.3333333333333333,0.6666666666666666,1.0,69.0,58.0,322.0,430.0,12.0,10.0,4.7,7.4,193.0,308.0,0.5945945945945946,0.71875,4.7,8.8,1.0,0.0,0.14285714285714285,0.14285714285714285,129.0,122.0,28.0,23.0,4.6,5.3,0.0,0.0,0.07317073170731707,0.12,2.0,0.0,1.0,0.0,0.0,2.0,1946,1654,1
14,23,15.0,21.0,11.0,15.0,1.0,3.0,3.0,3.0,0.38461538461538464,0.3333333333333333,0.0,0.0,54.0,69.0,258.0,321.0,10.0,10.0,4.8,4.7,226.0,276.0,0.7272727272727273,0.6956521739130435,6.6,5.6,0.0,0.0,0.2,0.14285714285714285,32.0,45.0,20.0,20.0,1.6,2.3,0.0,0.0,0.11538461538461539,0.17142857142857143,0.0,1.0,0.0,1.0,0.0,0.0,1834,1766,0
15,11,24.0,22.0,15.0,14.0,8.0,4.0,1.0,4.0,0.5,0.4444444444444444,0.0,0.0,68.0,55.0,405.0,327.0,10.0,9.0,6.0,5.9,280.0,267.0,0.7567567567567568,0.5757575757575758,7.2,7.6,0.0,3.0,0.16666666666666666,0.09523809523809523,125.0,60.0,29.0,20.0,4.3,3.0,0.0,0.0,0.13157894736842105,0.13636363636363635,0.0,5.0,0.0,2.0,0.0,0.0,2170,1430,0
3,25,12.0,20.0,6.0,10.0,5.0,8.0,1.0,2.0,0.23076923076923078,0.2857142857142857,0.0,1.0,58.0,67.0,160.0,274.0,11.0,11.0,2.8,4.1,101.0,171.0,0.5142857142857142,0.5483870967741935,2.5,5.2,2.0,1.0,0.11764705882352941,0.16666666666666666,59.0,103.0,17.0,34.0,3.5,3.0,0.0,0.0,0.1,0.13333333333333333,2.0,1.0,0.0,0.0,0.0,2.0,1564,2036,1
7,20,19.0,17.0,11.0,11.0,6.0,4.0,2.0,2.0,0.2857142857142857,0.2727272727272727,0.0,0.0,70.0,60.0,344.0,240.0,12.0,12.0,4.9,4.0,206.0,207.0,0.6285714285714286,0.627906976744186,5.7,4.4,0.0,2.0,0.5,0.13333333333333333,138.0,33.0,34.0,13.0,4.1,2.5,0.0,0.0,0.13333333333333333,0.10526315789473684,1.0,2.0,1.0,0.0,0.0,0.0,1976,1624,0
16,0,12.0,14.0,5.0,12.0,4.0,2.0,3.0,0.0,0.2,0.3125,1.0,0.0,55.0,66.0,166.0,297.0,11.0,12.0,3.0,4.5,91.0,259.0,0.35714285714285715,0.6410256410256411,3.0,6.0,1.0,1.0,0.10526315789473684,0.16666666666666666,75.0,38.0,25.0,23.0,3.0,1.7,0.0,0.0,0.14492753623188406,0.12380952380952381,2.0,3.0,1.0,2.0,0.0,0.0,1616,1984,1
17,1,15.0,23.0,3.0,15.0,10.0,6.0,2.0,2.0,0.3076923076923077,0.5263157894736842,0.0,0.0,54.0,75.0,333.0,437.0,12.0,12.0,6.2,5.8,148.0,313.0,0.47619047619047616,0.4782608695652174,6.7,6.8,0.0,1.0,0.14285714285714285,0.0,185.0,124.0,32.0,29.0,5.8,4.3,0.0,0.0,0.08955223880597014,0.10377358490566038,0.0,1.0,0.0,0.0,0.0,0.0,1656,1944,0
9,21,19.0,25.0,14.0,15.0,5.0,6.0,0.0,4.0,0.4,0.5,0.0,1.0,58.0,76.0,280.0,344.0,10.0,12.0,4.8,4.5,191.0,198.0,0.6857142857142857,0.6,5.0,5.7,1.0,0.0,0.23076923076923078,0.0,89.0,146.0,20.0,41.0,4.5,3.6,0.0,0.0,0.1,0.1,3.0,2.0,2.0,2.0,0.0,0.0,1592,2008,1
13,6,22.0,31.0,12.0,13.0,8.0,15.0,2.0,3.0,0.3333333333333333,0.25,0.0,0.0,58.0,74.0,478.0,381.0,14.0,13.0,8.2,5.1,385.0,179.0,0.7142857142857143,0.6176470588235294,12.8,4.6,1.0,0.0,0.125,0.11904761904761904,93.0,202.0,28.0,35.0,3.3,5.8,0.0,0.0,0.1,0.1,2.0,1.0,1.0,1.0,0.0,2.0,1650,1950,0
2,26,16.0,16.0,12.0,12.0,4.0,3.0,0.0,1.0,0.35714285714285715,0.4,0.0,0.0,63.0,61.0,307.0,292.0,11.0,11.0,4.9,4.8,194.0,193.0,0.4594594594594595,0.7083333333333334,4.6,7.1,0.0,0.0,0.21739130434782608,0.10344827586206896,113.0,99.0,21.0,34.0,5.4,2.9,0.0,0.0,0.07692307692307693,0.1111111111111111,3.0,0.0,3.0,0.0,0.0,2.0,1527,2073,1
5,14,25.0,15.0,18.0,9.0,5.0,6.0,2.0,0.0,0.6153846153846154,0.45454545454545453,0.0,0.0,68.0,56.0,384.0,280.0,10.0,11.0,5.6,5.0,265.0,164.0,0.75,0.5526315789473685,6.3,4.2,1.0,2.0,0.2,0.1111111111111111,119.0,116.0,26.0,17.0,4.6,6.8,0.0,0.0,0.13333333333333333,0.23529411764705882,1.0,4.0,0.0,2.0,0.0,0.0,2174,1426,0
18,28,23.0,24.0,13.0,14.0,7.0,5.0,3.0,5.0,0.5,0.35294117647058826,0.0,0.0,65.0,76.0,436.0,375.0,13.0,14.0,6.7,4.9,284.0,316.0,0.5666666666666667,0.5,9.2,5.7,1.0,0.0,0.16666666666666666,0.21428571428571427,152.0,59.0,34.0,21.0,4.5,2.8,0.0,0.0,0.13043478260869565,0.09333333333333334,2.0,1.0,1.0,1.0,0.0,0.0,1900,1700,0
12,23,24.0,21.0,18.0,15.0,6.0,4.0,0.0,2.0,0.5714285714285714,0.5833333333333334,1.0,0.0,70.0,56.0,433.0,321.0,12.0,10.0,6.2,5.7,379.0,202.0,0.7346938775510204,0.7058823529411765,7.6,5.8,0.0,1.0,0.2,0.14285714285714285,54.0,119.0,20.0,21.0,2.7,5.7,0.0,0.0,0.12345679012345678,0.12,2.0,1.0,2.0,0.0,0.0,0.0,2175,1425,1
4,27,33.0,28.0,19.0,17.0,6.0,6.0,8.0,5.0,0.4666666666666667,0.5,0.0,0.0,77.0,65.0,396.0,503.0,11.0,11.0,5.1,7.7,319.0,382.0,0.6829268292682927,0.717948717948718,7.4,9.8,0.0,1.0,0.125,0.0,77.0,121.0,34.0,26.0,2.3,4.7,0.0,0.0,0.12048192771084337,0.1037037037037037,0.0,1.0,0.0,0.0,0.0,0.0,1863,1737,1
19,10,22.0,14.0,11.0,4.0,6.0,6.0,5.0,4.0,0.4666666666666667,0.18181818181818182,0.0,0.6666666666666666,68.0,51.0,268.0,238.0,9.0,11.0,3.9,4.7,184.0,111.0,0.6666666666666666,0.47619047619047616,3.9,5.0,0.0,0.0,0.20512820512820512,0.05263157894736842,84.0,127.0,21.0,29.0,4.0,4.4,0.0,0.0,0.07874015748031496,0.11864406779661017,0.0,0.0,0.0,0.0,0.0,0.0,2019,1581,1
20,27,20.0,23.0,17.0,16.0,1.0,5.0,2.0,2.0,0.2,0.3333333333333333,0.0,0.0,70.0,77.0,357.0,438.0,14.0,12.0,5.1,5.7,314.0,337.0,0.4807692307692308,0.6086956521739131,5.9,6.7,1.0,1.0,0.16666666666666666,0.21052631578947367,43.0,101.0,17.0,27.0,2.5,3.7,0.0,0.0,0.10606060606060606,0.11,2.0,1.0,1.0,0.0,0.0,2.0,1617,1983,1
11,5,21.0,24.0,10.0,14.0,11.0,6.0,0.0,4.0,0.36363636363636365,0.38461538461538464,0.0,0.0,63.0,66.0,404.0,426.0,13.0,12.0,6.4,6.5,205.0,305.0,0.6,0.625,7.3,6.5,0.0,1.0,0.3,0.109375,199.0,121.0,35.0,19.0,5.7,6.4,0.0,0.0,0.140625,0.13333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1806,1794,1
4,7,33.0,19.0,13.0,15.0,19.0,4.0,1.0,0.0,0.36363636363636365,0.5333333333333333,0.0,0.0,77.0,69.0,580.0,438.0,16.0,16.0,7.5,6.3,333.0,340.0,0.6111111111111112,0.5641025641025641,9.0,8.1,0.0,4.0,0.14285714285714285,0.3,247.0,98.0,40.0,27.0,6.2,3.6,0.0,0.0,0.1,0.17647058823529413,2.0,6.0,2.0,2.0,0.0,0.0,1847,1753,0
21,30,15.0,23.0,4.0,17.0,9.0,2.0,2.0,4.0,0.25,0.375,0.0,0.3333333333333333,56.0,76.0,227.0,341.0,12.0,12.0,4.1,4.5,100.0,286.0,0.6153846153846154,0.5882352941176471,3.6,5.1,0.0,0.0,0.18181818181818182,0.15151515151515152,127.0,55.0,28.0,20.0,4.5,2.8,0.0,0.0,0.05747126436781609,0.06944444444444445,0.0,1.0,0.0,1.0,2.0,0.0,1758,1842,0
14,29,19.0,25.0,9.0,15.0,7.0,6.0,3.0,4.0,0.25,0.4,0.0,0.0,60.0,66.0,293.0,349.0,13.0,14.0,4.9,5.3,189.0,234.0,0.782608695652174,0.5714285714285714,7.3,5.3,1.0,3.0,0.15,0.11764705882352941,104.0,115.0,34.0,22.0,3.1,5.2,0.0,0.0,0.09333333333333334,0.1125,1.0,6.0,0.0,3.0,2.0,0.0,2032,1568,0
10,3,19.0,15.0,8.0,13.0,11.0,2.0,0.0,0.0,0.2222222222222222,0.38461538461538464,0.0,1.0,61.0,60.0,319.0,286.0,10.0,12.0,5.2,4.8,140.0,211.0,0.68,0.5483870967741935,5.2,6.4,3.0,1.0,0.1,0.16666666666666666,179.0,75.0,34.0,27.0,5.3,2.8,0.0,0.0,0.09090909090909091,0.16216216216216217,3.0,1.0,0.0,0.0,0.0,0.0,1792,1808,1
9,31,26.0,9.0,7.0,5.0,16.0,1.0,3.0,3.0,0.3333333333333333,0.15384615384615385,1.0,0.0,68.0,50.0,381.0,145.0,13.0,12.0,5.6,2.9,134.0,100.0,0.5454545454545454,0.4666666666666667,5.6,3.0,0.0,1.0,0.2222222222222222,0.25,247.0,45.0,44.0,17.0,5.6,2.6,0.0,0.0,0.11940298507462686,0.13333333333333333,0.0,4.0,0.0,3.0,2.0,0.0,2216,1384,0
22,18,17.0,16.0,9.0,11.0,8.0,5.0,0.0,0.0,0.3333333333333333,0.42857142857142855,1.0,1.0,60.0,59.0,325.0,297.0,13.0,11.0,5.4,5.0,167.0,202.0,0.6296296296296297,0.7142857142857143,5.4,7.2,2.0,0.0,0.15384615384615385,0.0,158.0,95.0,29.0,31.0,5.4,3.1,0.0,0.0,0.0958904109589041,0.3333333333333333,3.0,0.0,1.0,0.0,0.0,4.0,1654,1946,1
23,28,12.0,26.0,9.0,14.0,2.0,11.0,1.0,1.0,0.08333333333333333,0.625,0.5,0.5,53.0,77.0,237.0,503.0,10.0,11.0,4.5,6.5,181.0,338.0,0.5588235294117647,0.7692307692307693,4.9,8.7,0.0,0.0,0.14285714285714285,0.0,56.0,165.0,16.0,38.0,3.5,4.3,0.0,0.0,0.12195121951219512,0.13333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,1355,2245,1
13,17,20.0,17.0,12.0,11.0,6.0,5.0,2.0,1.0,0.18181818181818182,0.18181818181818182,1.0,0.0,65.0,58.0,382.0,212.0,11.0,10.0,5.9,3.7,244.0,143.0,0.6451612903225806,0.6764705882352942,7.9,3.6,1.0,1.0,0.0,0.13953488372093023,138.0,69.0,34.0,18.0,4.1,3.8,0.0,0.0,0.12,0.08108108108108109,2.0,2.0,1.0,1.0,0.0,0.0,1879,1721,0
24,19,25.0,30.0,23.0,21.0,1.0,5.0,1.0,4.0,0.5294117647058824,0.5,1.0,1.0,75.0,66.0,474.0,421.0,13.0,11.0,6.3,6.4,429.0,319.0,0.6481481481481481,0.7560975609756098,7.7,7.8,0.0,1.0,0.11764705882352941,0.0,45.0,102.0,19.0,25.0,2.4,4.1,0.0,0.0,0.1388888888888889,0.16279069767441862,0.0,2.0,0.0,1.0,0.0,0.0,1828,1772,1
6,16,27.0,16.0,14.0,11.0,9.0,5.0,4.0,0.0,0.18181818181818182,0.25,1.0,0.0,67.0,58.0,474.0,373.0,15.0,12.0,7.1,6.4,321.0,293.0,0.7428571428571429,0.6153846153846154,8.9,7.3,0.0,1.0,0.5,0.16666666666666666,153.0,80.0,31.0,18.0,4.9,4.4,0.0,0.0,0.1095890410958904,0.09345794392523364,0.0,1.0,0.0,0.0,1.0,0.0,1939,1661,0
15,2,20.0,22.0,14.0,11.0,2.0,10.0,4.0,1.0,0.2,0.3333333333333333,1.0,0.0,61.0,68.0,366.0,422.0,11.0,10.0,6.0,6.2,309.0,231.0,0.5714285714285714,0.6333333333333333,7.4,7.2,1.0,0.0,0.0,0.2,57.0,191.0,19.0,36.0,3.0,5.3,0.0,0.0,0.12727272727272726,0.10204081632653061,1.0,0.0,0.0,0.0,0.0,0.0,1599,2001,1
25,0,18.0,26.0,14.0,24.0,3.0,2.0,1.0,0.0,0.5833333333333334,0.3333333333333333,0.0,1.0,54.0,68.0,360.0,430.0,10.0,11.0,6.7,6.3,267.0,389.0,0.75,0.7547169811320755,10.3,7.2,0.0,5.0,0.25,0.14285714285714285,93.0,41.0,28.0,14.0,3.3,2.9,0.0,0.0,0.16,0.2,1.0,5.0,1.0,0.0,4.0,0.0,1850,1750,0
26,3,20.0,12.0,13.0,6.0,4.0,6.0,3.0,0.0,0.3684210526315789,0.2857142857142857,0.0,0.0,76.0,54.0,282.0,242.0,12.0,13.0,3.7,4.5,237.0,131.0,0.56,0.3333333333333333,4.0,6.0,0.0,1.0,0.17307692307692307,0.1,45.0,111.0,17.0,32.0,2.6,3.5,0.0,0.0,0.14285714285714285,0.11666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,2062,1538,1
8,13,15.0,18.0,9.0,13.0,4.0,4.0,2.0,1.0,0.3076923076923077,0.14285714285714285,0.0,1.0,63.0,65.0,279.0,298.0,13.0,12.0,4.4,4.6,211.0,218.0,0.6538461538461539,0.6046511627906976,7.5,4.7,0.0,2.0,0.16666666666666666,0.1875,68.0,80.0,35.0,19.0,1.9,4.2,0.0,0.0,0.2,0.10869565217391304,2.0,3.0,2.0,1.0,0.0,0.0,1729,1871,0
19,1,21.0,28.0,11.0,16.0,6.0,8.0,4.0,4.0,0.3076923076923077,0.4,0.0,0.0,61.0,89.0,356.0,464.0,16.0,15.0,5.8,5.2,207.0,345.0,0.625,0.5636363636363636,5.6,5.8,1.0,1.0,0.17857142857142858,0.23529411764705882,149.0,119.0,24.0,30.0,6.2,4.0,0.0,0.0,0.10112359550561797,0.09,1.0,1.0,0.0,0.0,0.0,0.0,1484,2116,1
27,29,15.0,19.0,8.0,6.0,6.0,12.0,1.0,1.0,0.2727272727272727,0.46153846153846156,0.0,0.0,55.0,68.0,298.0,338.0,10.0,12.0,5.4,5.0,165.0,124.0,0.48148148148148145,0.6470588235294118,5.3,7.3,1.0,2.0,0.18181818181818182,0.0,133.0,214.0,24.0,51.0,5.5,4.2,0.0,0.0,0.15151515151515152,0.13333333333333333,2.0,4.0,1.0,2.0,0.0,0.0,1550,2050,0
20,15,15.0,30.0,11.0,12.0,3.0,14.0,1.0,4.0,0.25,0.5454545454545454,1.0,0.0,54.0,71.0,375.0,502.0,10.0,13.0,6.9,7.1,291.0,259.0,0.6285714285714286,0.6756756756756757,8.3,7.0,2.0,1.0,0.0,0.0,84.0,243.0,19.0,34.0,4.4,7.1,0.0,0.0,0.10989010989010989,0.12,3.0,2.0,1.0,1.0,0.0,0.0,1476,2124,1
2,12,19.0,22.0,9.0,14.0,7.0,6.0,3.0,2.0,0.4,0.42857142857142855,1.0,0.0,56.0,68.0,246.0,343.0,8.0,11.0,4.4,5.0,168.0,220.0,0.6666666666666666,0.5789473684210527,5.1,5.8,0.0,0.0,0.42857142857142855,0.0,78.0,123.0,23.0,30.0,3.4,4.1,0.0,0.0,0.14285714285714285,0.08490566037735849,2.0,0.0,2.0,0.0,0.0,0.0,1589,2011,1
5,6,28.0,12.0,21.0,6.0,5.0,6.0,2.0,0.0,0.5294117647058824,0.1111111111111111,0.0,0.0,81.0,48.0,421.0,316.0,13.0,12.0,5.2,6.6,338.0,187.0,0.6538461538461539,0.625,6.4,6.9,1.0,2.0,0.14285714285714285,0.2,83.0,129.0,28.0,21.0,3.0,6.1,0.0,0.0,0.15384615384615385,0.2,2.0,2.0,1.0,0.0,0.0,2.0,2221,1379,0
10,11,17.0,13.0,10.0,7.0,7.0,4.0,0.0,2.0,0.5,0.18181818181818182,0.0,0.0,62.0,52.0,310.0,190.0,11.0,12.0,5.0,3.7,212.0,108.0,0.76,0.41379310344827586,7.9,3.3,2.0,0.0,0.2222222222222222,0.12121212121212122,98.0,82.0,35.0,19.0,2.8,4.3,0.0,0.0,0.1076923076923077,0.12,3.0,2.0,1.0,2.0,0.0,2.0,2137,1463,0
25,17,26.0,10.0,16.0,5.0,9.0,3.0,1.0,2.0,0.5882352941176471,0.38461538461538464,1.0,0.0,73.0,53.0,501.0,189.0,9.0,12.0,6.9,3.6,287.0,129.0,0.5897435897435898,0.5151515151515151,7.2,3.6,1.0,2.0,0.2,0.23076923076923078,214.0,60.0,33.0,17.0,6.5,3.5,0.0,0.0,0.15,0.12244897959183673,1.0,3.0,0.0,1.0,4.0,0.0,2160,1440,0
22,21,18.0,25.0,14.0,13.0,3.0,9.0,1.0,3.0,0.47058823529411764,0.2727272727272727,0.5,0.0,69.0,67.0,267.0,433.0,12.0,11.0,3.9,6.5,215.0,258.0,0.6041666666666666,0.7142857142857143,4.3,7.2,1.0,2.0,0.10526315789473684,0.0,52.0,175.0,19.0,31.0,2.7,5.6,0.0,0.0,0.13333333333333333,0.08333333333333333,2.0,2.0,1.0,0.0,0.0,0.0,1614,1986,1
28,4,22.0,35.0,16.0,16.0,5.0,18.0,1.0,1.0,0.5384615384615384,0.6470588235294118,0.5,0.0,66.0,89.0,394.0,444.0,11.0,11.0,6.0,5.0,324.0,193.0,0.7045454545454546,0.7419354838709677,7.0,5.5,0.0,0.0,0.15384615384615385,0.13333333333333333,70.0,251.0,20.0,54.0,3.5,4.6,0.0,0.0,0.19047619047619047,0.1016949152542373,3.0,1.0,3.0,1.0,0.0,0.0,1451,2149,1
7,9,10.0,29.0,6.0,11.0,4.0,18.0,0.0,0.0,0.2,0.6363636363636364,0.0,1.0,46.0,63.0,204.0,621.0,12.0,10.0,4.4,9.9,115.0,310.0,0.6153846153846154,0.76,4.3,12.4,1.0,0.0,0.09090909090909091,0.0,89.0,311.0,19.0,38.0,4.7,8.2,0.0,0.0,0.16666666666666666,0.1320754716981132,2.0,1.0,1.0,1.0,0.0,0.0,1426,2174,1
14,24,27.0,21.0,18.0,19.0,6.0,1.0,3.0,1.0,0.3333333333333333,0.5625,0.0,0.0,65.0,69.0,427.0,404.0,11.0,12.0,6.6,5.9,310.0,351.0,0.6428571428571429,0.6444444444444445,6.6,7.3,1.0,1.0,0.11363636363636363,0.15789473684210525,117.0,53.0,18.0,21.0,6.5,2.5,0.0,0.0,0.125,0.10101010101010101,2.0,1.0,1.0,0.0,0.0,0.0,1834,1766,1
18,31,18.0,15.0,10.0,10.0,8.0,5.0,0.0,0.0,0.4,0.2857142857142857,0.0,1.0,63.0,58.0,378.0,286.0,13.0,11.0,6.0,4.9,209.0,217.0,0.5,0.4375,7.5,6.2,1.0,2.0,0.0,0.23076923076923078,169.0,69.0,35.0,23.0,4.8,3.0,0.0,0.0,0.14,0.2,1.0,2.0,0.0,0.0,0.0,1.0,2116,1484,0
12,22,19.0,21.0,14.0,16.0,3.0,3.0,2.0,2.0,0.4666666666666667,0.5625,0.0,0.0,63.0,69.0,412.0,359.0,11.0,14.0,6.5,5.2,356.0,265.0,0.6,0.5681818181818182,8.7,5.6,1.0,1.0,0.14285714285714285,0.12,56.0,94.0,22.0,22.0,2.5,4.3,0.0,0.0,0.08,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0,1797,1803,1
23,5,22.0,16.0,15.0,11.0,6.0,3.0,1.0,2.0,0.38461538461538464,0.2222222222222222,0.0,0.0,68.0,53.0,474.0,286.0,13.0,13.0,7.0,5.4,325.0,241.0,0.696969696969697,0.6486486486486487,9.0,6.3,1.0,3.0,0.10714285714285714,0.125,149.0,45.0,32.0,15.0,4.7,3.0,0.0,0.0,0.10909090909090909,0.08,3.0,3.0,2.0,0.0,0.0,2.0,2186,1414,1
13,20,20.0,16.0,17.0,11.0,3.0,5.0,0.0,0.0,0.35714285714285715,0.4117647058823529,0.0,0.0,68.0,65.0,438.0,328.0,18.0,16.0,6.4,5.0,362.0,218.0,0.6739130434782609,0.5862068965517241,7.5,7.0,3.0,1.0,0.10526315789473684,0.15384615384615385,76.0,110.0,20.0,34.0,3.8,3.2,0.0,0.0,0.14,0.14285714285714285,4.0,1.0,1.0,0.0,0.0,2.0,1803,1797,1
3,8,22.0,12.0,15.0,8.0,7.0,2.0,0.0,2.0,0.23076923076923078,0.3333333333333333,1.0,1.0,69.0,49.0,462.0,192.0,9.0,11.0,6.7,3.9,300.0,156.0,0.6666666666666666,0.7241379310344828,7.1,4.9,0.0,0.0,0.2,0.10344827586206896,162.0,36.0,27.0,17.0,6.0,2.1,0.0,0.0,0.1276595744680851,0.125,1.0,0.0,1.0,0.0,0.0,0.0,2003,1597,1
