away_team,home_team,away_st_downs,home_st_downs,away_passing_st_downs,home_passing_st_downs,away_rushing_st_downs,home_rushing_st_downs,away_st_downs_from_penalties,home_st_downs_from_penalties,away_rd_down_efficiency,home_rd_down_efficiency,away_th_down_efficiency,home_th_down_efficiency,away_total_plays,home_total_plays,away_total_yards,home_total_yards,away_total_drives,home_total_drives,away_yards_per_play,home_yards_per_play,away_passing,home_passing,away_comp_att,home_comp_att,away_yards_per_pass,home_yards_per_pass,away_interceptions_thrown,home_interceptions_thrown,away_sacks_yards_lost,home_sacks_yards_lost,away_rushing,home_rushing,away_rushing_attempts,home_rushing_attempts,away_yards_per_rush,home_yards_per_rush,away_red_zone_made_att,home_red_zone_made_att,away_penalties,home_penalties,away_turnovers,home_turnovers,away_fumbles_lost,home_fumbles_lost,away_defensive_special_teams_tds,home_defensive_special_teams_tds,away_possession,home_possession,home_wins
2,1,24.0,25.0,13.0,14.0,9.0,7.0,2.0,4.0,0.4166666666666667,0.3333333333333333,0.0,1.0,64.0,72.0,458.0,341.0,12.0,12.0,7.2,4.7,331.0,172.0,0.5675675675675675,0.5882352941176471,8.9,5.1,1.0,1.0,0.0,0.0,127.0,169.0,27.0,38.0,4.7,4.4,0.5,0.75,0.12222222222222222,0.05714285714285714,1.0,2.0,0.0,1.0,0.0,0.0,1425,2175,0
16,5,10.0,26.0,7.0,17.0,3.0,7.0,0.0,2.0,0.23076923076923078,0.7272727272727273,1.0,0.0,57.0,65.0,217.0,488.0,14.0,13.0,3.8,7.5,153.0,344.0,0.6111111111111112,0.8571428571428571,3.9,11.9,1.0,1.0,0.11538461538461539,0.16666666666666666,64.0,144.0,18.0,36.0,3.6,4.0,1.0,0.75,0.1,0.1,5.0,4.0,4.0,3.0,2.0,3.0,1641,1959,1
14,7,20.0,18.0,11.0,9.0,4.0,6.0,5.0,3.0,0.38461538461538464,0.42857142857142855,0.0,0.0,63.0,65.0,333.0,292.0,10.0,11.0,5.3,4.5,250.0,205.0,0.72,0.575,9.3,4.8,0.0,0.0,0.3333333333333333,0.09090909090909091,83.0,87.0,36.0,22.0,2.3,4.0,0.5,0.5,0.13636363636363635,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1894,1706,0
22,13,22.0,25.0,7.0,10.0,11.0,11.0,4.0,4.0,0.16666666666666666,0.3333333333333333,0.5,0.0,64.0,57.0,326.0,300.0,12.0,12.0,5.1,5.3,177.0,184.0,0.5,0.6538461538461539,4.9,7.1,2.0,1.0,0.25,0.0,149.0,116.0,28.0,31.0,5.3,3.7,0.5,0.8,0.1111111111111111,0.14,2.0,1.0,0.0,0.0,0.0,0.0,1876,1724,1
27,20,23.0,19.0,8.0,11.0,12.0,6.0,3.0,2.0,0.3333333333333333,0.45454545454545453,0.0,0.0,64.0,55.0,377.0,375.0,10.0,10.0,5.9,6.8,217.0,290.0,0.6129032258064516,0.76,7.0,11.6,1.0,0.0,0.0,0.0,160.0,85.0,33.0,30.0,4.8,2.8,0.4,0.75,0.15625,0.1276595744680851,1.0,0.0,0.0,0.0,0.0,0.0,1855,1745,0
19,30,14.0,21.0,9.0,13.0,3.0,6.0,2.0,2.0,0.4,0.6111111111111112,0.0,0.0,51.0,74.0,223.0,353.0,9.0,9.0,4.4,4.8,147.0,238.0,0.5925925925925926,0.6470588235294118,5.1,6.6,0.0,2.0,0.13333333333333333,0.25,76.0,115.0,22.0,38.0,3.5,3.0,0.5,0.0,0.16666666666666666,0.15,1.0,3.0,1.0,1.0,0.0,2.0,1307,2293,1
0,3,19.0,26.0,10.0,18.0,5.0,7.0,4.0,1.0,0.5,0.6153846153846154,0.0,0.5,52.0,72.0,340.0,448.0,10.0,10.0,6.5,6.2,217.0,327.0,0.782608695652174,0.7142857142857143,9.4,7.8,1.0,2.0,0.0,0.0,123.0,121.0,29.0,30.0,4.2,4.0,0.5,0.5,0.2,0.06722689075630252,2.0,3.0,1.0,1.0,2.0,2.0,1630,1970,0
23,4,14.0,21.0,9.0,14.0,3.0,5.0,2.0,2.0,0.38461538461538464,0.5,0.0,0.0,56.0,71.0,241.0,297.0,9.0,10.0,4.3,4.2,174.0,221.0,0.6176470588235294,0.6486486486486487,5.1,5.7,1.0,0.0,0.0,0.15384615384615385,67.0,76.0,22.0,32.0,3.0,2.4,0.0,0.25,0.12244897959183673,0.1016949152542373,1.0,0.0,0.0,0.0,0.0,0.0,1705,1895,1
21,24,13.0,27.0,8.0,17.0,3.0,8.0,2.0,2.0,0.4,0.6923076923076923,0.0,0.0,54.0,68.0,247.0,396.0,8.0,8.0,4.6,5.8,188.0,288.0,0.5666666666666667,0.7714285714285715,5.9,8.0,0.0,0.0,0.13333333333333333,0.2,59.0,108.0,22.0,32.0,2.7,3.4,0.0,0.6666666666666666,0.11363636363636363,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1587,2013,1
18,15,20.0,26.0,14.0,10.0,4.0,14.0,2.0,2.0,0.16666666666666666,0.3333333333333333,0.5,0.0,62.0,71.0,411.0,419.0,13.0,13.0,6.6,5.9,292.0,226.0,0.6,0.75,7.9,7.8,3.0,0.0,0.2857142857142857,0.125,119.0,193.0,25.0,42.0,4.8,4.6,0.5,0.2857142857142857,0.125,0.12903225806451613,3.0,1.0,0.0,1.0,0.0,0.0,1646,1954,1
6,2,27.0,22.0,18.0,14.0,6.0,3.0,3.0,5.0,0.5333333333333333,0.36363636363636365,0.0,0.0,76.0,66.0,511.0,379.0,13.0,13.0,6.7,5.7,427.0,325.0,0.625,0.6585365853658537,8.9,7.9,1.0,0.0,0.0,0.0,84.0,54.0,28.0,25.0,3.0,2.2,0.75,0.5,0.07633587786259542,0.12857142857142856,1.0,1.0,0.0,1.0,0.0,1.0,2088,1512,1
1,17,27.0,18.0,22.0,10.0,5.0,6.0,0.0,2.0,0.5714285714285714,0.4,0.0,0.0,74.0,55.0,529.0,344.0,11.0,12.0,7.1,6.3,385.0,239.0,0.7674418604651163,0.5806451612903226,8.6,6.8,0.0,2.0,0.4,0.23529411764705882,144.0,105.0,29.0,20.0,5.0,5.3,0.6666666666666666,1.0,0.17391304347826086,0.13333333333333333,0.0,3.0,0.0,1.0,2.0,0.0,2223,1377,0
9,26,20.0,24.0,15.0,12.0,4.0,5.0,1.0,7.0,0.5,0.6153846153846154,1.0,1.0,61.0,61.0,318.0,338.0,8.0,8.0,5.2,5.5,236.0,254.0,0.7837837837837838,0.5588235294117647,6.2,7.5,0.0,0.0,0.1111111111111111,0.0,82.0,84.0,23.0,27.0,3.6,3.1,0.6666666666666666,0.25,0.08411214953271028,0.1388888888888889,0.0,1.0,0.0,1.0,0.0,0.0,1940,1660,1
29,8,23.0,18.0,14.0,12.0,8.0,6.0,1.0,0.0,0.5625,0.26666666666666666,1.0,0.0,71.0,67.0,342.0,332.0,13.0,14.0,4.8,5.0,168.0,191.0,0.76,0.4883720930232558,5.6,4.1,0.0,0.0,0.2777777777777778,0.2857142857142857,174.0,141.0,41.0,20.0,4.2,7.1,1.0,0.5,0.17391304347826086,0.09230769230769231,2.0,0.0,2.0,0.0,0.0,0.0,2022,1578,0
12,11,24.0,20.0,9.0,14.0,12.0,3.0,3.0,3.0,0.2727272727272727,0.3333333333333333,1.0,1.0,65.0,54.0,454.0,349.0,10.0,9.0,7.0,6.5,190.0,307.0,0.7333333333333333,0.7073170731707317,6.1,7.0,0.0,0.0,0.16666666666666666,0.13043478260869565,264.0,42.0,34.0,10.0,7.8,4.2,0.75,0.0,0.12087912087912088,0.06666666666666667,0.0,2.0,0.0,2.0,1.0,0.0,2079,1521,0
25,31,17.0,21.0,11.0,15.0,4.0,3.0,2.0,3.0,0.4666666666666667,0.4,0.0,0.5,63.0,72.0,257.0,414.0,12.0,11.0,4.1,5.8,197.0,300.0,0.6052631578947368,0.6046511627906976,4.7,6.5,0.0,2.0,0.14285714285714285,0.1875,60.0,114.0,21.0,26.0,2.9,4.4,0.6666666666666666,0.16666666666666666,0.09473684210526316,0.07692307692307693,1.0,3.0,1.0,1.0,2.0,0.0,1688,1912,0
15,6,31.0,17.0,19.0,11.0,9.0,4.0,3.0,2.0,0.6875,0.125,0.0,0.0,78.0,52.0,449.0,329.0,13.0,13.0,5.8,6.3,295.0,243.0,0.717948717948718,0.5757575757575758,7.4,6.9,1.0,4.0,0.2,0.14285714285714285,154.0,86.0,38.0,17.0,4.1,5.1,0.75,1.0,0.10606060606060606,0.125,1.0,6.0,0.0,2.0,0.0,0.0,2237,1363,0
19,25,21.0,33.0,16.0,14.0,3.0,16.0,2.0,3.0,0.5,0.6363636363636364,0.0,0.6666666666666666,47.0,77.0,358.0,496.0,7.0,8.0,7.6,6.4,302.0,261.0,0.7857142857142857,0.6571428571428571,10.4,7.3,0.0,2.0,0.0,0.25,56.0,235.0,18.0,41.0,3.1,5.7,0.8,0.5,0.12857142857142856,0.13043478260869565,0.0,2.0,0.0,0.0,0.0,0.0,1418,2182,0
22,1,16.0,31.0,9.0,21.0,4.0,7.0,3.0,3.0,0.1111111111111111,0.5,0.0,0.0,47.0,82.0,261.0,498.0,12.0,14.0,5.6,6.1,176.0,393.0,0.5,0.7073170731707317,5.7,9.6,2.0,1.0,0.16666666666666666,0.0,85.0,105.0,16.0,41.0,5.3,2.6,0.6666666666666666,0.6666666666666666,0.08823529411764706,0.125,3.0,1.0,1.0,0.0,0.0,0.0,1059,2541,1
8,23,24.0,17.0,15.0,15.0,8.0,2.0,1.0,0.0,0.45454545454545453,0.42857142857142855,0.5,0.0,66.0,64.0,435.0,317.0,12.0,13.0,6.6,5.0,278.0,264.0,0.7419354838709677,0.6363636363636364,9.0,5.7,1.0,3.0,0.0,0.18181818181818182,157.0,53.0,35.0,18.0,4.5,2.9,0.5,1.0,0.14285714285714285,0.1125,3.0,4.0,2.0,1.0,2.0,0.0,1854,1746,0
30,31,17.0,17.0,12.0,8.0,5.0,8.0,0.0,1.0,0.4,0.4666666666666667,0.0,0.0,65.0,62.0,360.0,336.0,12.0,12.0,5.5,5.4,272.0,204.0,0.7058823529411765,0.5151515151515151,7.2,5.8,0.0,1.0,0.19047619047619047,0.4,88.0,132.0,27.0,27.0,3.3,4.9,1.0,0.5,0.15151515151515152,0.1875,0.0,2.0,0.0,1.0,0.0,0.0,2093,1507,0
16,12,21.0,27.0,11.0,18.0,7.0,6.0,3.0,3.0,0.5384615384615384,0.42857142857142855,0.0,1.0,63.0,73.0,350.0,390.0,10.0,11.0,5.6,5.3,287.0,305.0,0.4883720930232558,0.7317073170731707,6.5,6.6,1.0,0.0,0.06666666666666667,0.19230769230769232,63.0,85.0,19.0,27.0,3.3,3.1,0.6,0.6666666666666666,0.18,0.104,1.0,1.0,0.0,1.0,0.0,0.0,1545,2055,0
11,27,20.0,25.0,16.0,15.0,2.0,7.0,2.0,3.0,0.6666666666666666,0.7692307692307693,0.0,0.0,62.0,61.0,315.0,454.0,8.0,8.0,5.1,7.4,248.0,327.0,0.5882352941176471,0.7096774193548387,6.9,10.5,0.0,0.0,0.1,0.0,67.0,127.0,26.0,30.0,2.6,4.2,0.0,0.6666666666666666,0.11864406779661017,0.1,1.0,0.0,1.0,0.0,0.0,0.0,1776,1824,1
7,18,17.0,19.0,12.0,13.0,3.0,2.0,2.0,4.0,0.3125,0.35714285714285715,0.0,0.0,69.0,63.0,316.0,301.0,15.0,14.0,4.6,4.8,220.0,264.0,0.4772727272727273,0.6756756756756757,4.8,6.6,2.0,2.0,0.4,0.75,96.0,37.0,23.0,23.0,4.2,1.6,0.3333333333333333,0.0,0.2,0.08888888888888889,2.0,3.0,0.0,1.0,0.0,2.0,1744,1856,1
17,14,21.0,19.0,12.0,16.0,7.0,2.0,2.0,1.0,0.6428571428571429,0.5625,0.0,0.0,65.0,61.0,320.0,407.0,11.0,10.0,4.9,6.7,235.0,365.0,0.7837837837837838,0.7435897435897436,5.9,8.9,2.0,0.0,0.15789473684210525,0.16666666666666666,85.0,42.0,25.0,20.0,3.4,2.1,1.0,0.0,0.09375,0.12280701754385964,3.0,0.0,1.0,0.0,0.0,0.0,1834,1766,1
5,21,23.0,26.0,16.0,14.0,6.0,11.0,1.0,1.0,0.6666666666666666,0.46153846153846156,0.0,1.0,64.0,74.0,411.0,558.0,12.0,11.0,6.4,7.5,288.0,317.0,0.6097560975609756,0.6333333333333333,6.9,10.6,2.0,0.0,0.1,0.0,123.0,241.0,22.0,44.0,5.6,5.5,1.0,0.6666666666666666,0.1,0.15,2.0,0.0,0.0,0.0,0.0,0.0,1628,1972,1
2,9,11.0,20.0,10.0,8.0,1.0,8.0,0.0,4.0,0.38461538461538464,0.42105263157894735,0.0,0.0,56.0,76.0,213.0,407.0,11.0,15.0,3.8,5.4,191.0,189.0,0.4883720930232558,0.5666666666666667,4.3,5.6,2.0,1.0,0.25,0.13793103448275862,22.0,218.0,12.0,42.0,1.8,5.2,0.0,0.3333333333333333,0.14285714285714285,0.125,4.0,1.0,2.0,0.0,4.0,0.0,1063,2537,1
24,0,20.0,24.0,14.0,14.0,4.0,10.0,2.0,0.0,0.4,0.5714285714285714,0.5,0.0,59.0,65.0,438.0,445.0,11.0,11.0,7.4,6.8,334.0,255.0,0.7272727272727273,0.7586206896551724,7.3,8.5,1.0,0.0,0.3333333333333333,0.14285714285714285,104.0,190.0,13.0,35.0,8.0,5.4,0.6666666666666666,1.0,0.15,0.12,3.0,0.0,2.0,0.0,0.0,0.0,1515,2085,1
4,29,13.0,26.0,10.0,15.0,2.0,10.0,1.0,1.0,0.2222222222222222,0.5833333333333334,0.0,0.0,49.0,66.0,290.0,443.0,11.0,11.0,5.9,6.7,215.0,236.0,0.6666666666666666,0.7692307692307693,6.5,8.4,2.0,0.0,0.21428571428571427,0.16666666666666666,75.0,207.0,16.0,38.0,4.7,5.4,1.0,0.6666666666666666,0.1,0.11428571428571428,3.0,0.0,1.0,0.0,0.0,2.0,1413,2187,1
21,19,20.0,15.0,13.0,8.0,6.0,6.0,1.0,1.0,0.3333333333333333,0.36363636363636365,0.5,0.0,75.0,52.0,299.0,320.0,14.0,13.0,4.0,6.2,188.0,164.0,0.5,0.6818181818181818,3.8,6.8,2.0,1.0,0.17647058823529413,0.14285714285714285,111.0,156.0,25.0,28.0,4.4,5.6,0.3333333333333333,1.0,0.0989010989010989,0.16666666666666666,3.0,1.0,1.0,0.0,0.0,2.0,1929,1671,1
7,30,19.0,13.0,15.0,7.0,2.0,3.0,2.0,3.0,0.3125,0.09090909090909091,0.0,0.0,67.0,57.0,343.0,273.0,14.0,14.0,5.1,4.8,294.0,204.0,0.6976744186046512,0.5806451612903226,6.5,5.5,1.0,1.0,0.14285714285714285,0.2222222222222222,49.0,69.0,22.0,20.0,2.2,3.5,0.3333333333333333,1.0,0.14864864864864866,0.12903225806451613,1.0,2.0,0.0,1.0,0.0,2.0,1939,1661,0
20,22,27.0,22.0,16.0,11.0,10.0,8.0,1.0,3.0,0.3333333333333333,0.5714285714285714,0.0,0.0,74.0,65.0,460.0,410.0,11.0,12.0,6.2,6.3,284.0,261.0,0.5675675675675675,0.65625,7.5,7.5,1.0,0.0,0.14285714285714285,0.25,176.0,149.0,36.0,30.0,4.9,5.0,0.75,1.0,0.0945945945945946,0.10294117647058823,1.0,0.0,0.0,0.0,0.0,0.0,1757,1843,0
27,1,15.0,26.0,9.0,19.0,4.0,6.0,2.0,1.0,0.09090909090909091,0.4666666666666667,0.3333333333333333,0.0,57.0,80.0,287.0,432.0,12.0,12.0,5.0,5.4,197.0,305.0,0.5789473684210527,0.6530612244897959,4.7,6.1,1.0,2.0,0.10526315789473684,0.14285714285714285,90.0,127.0,15.0,30.0,6.0,4.2,0.3333333333333333,0.4,0.1388888888888889,0.07228915662650602,3.0,4.0,2.0,2.0,0.0,0.0,1277,2323,1
5,15,20.0,22.0,13.0,11.0,5.0,7.0,2.0,4.0,0.15384615384615385,0.6,0.5,0.0,67.0,65.0,397.0,317.0,12.0,11.0,5.9,4.9,307.0,193.0,0.6444444444444445,0.6333333333333333,6.7,6.2,1.0,0.0,0.1111111111111111,0.14285714285714285,90.0,124.0,21.0,34.0,4.3,3.6,0.3333333333333333,0.75,0.09876543209876543,0.2,1.0,2.0,0.0,2.0,0.0,0.0,1699,1901,1
3,2,29.0,22.0,21.0,13.0,7.0,7.0,1.0,2.0,0.5,0.5333333333333333,0.0,0.0,76.0,70.0,466.0,352.0,14.0,12.0,6.1,5.0,341.0,207.0,0.5918367346938775,0.6486486486486487,6.4,5.6,0.0,1.0,0.11764705882352941,0.0,125.0,145.0,23.0,33.0,5.4,4.4,0.75,0.3333333333333333,0.12195121951219512,0.10256410256410256,3.0,3.0,3.0,2.0,0.0,3.0,1979,1621,1
25,11,17.0,22.0,11.0,15.0,5.0,5.0,1.0,2.0,0.38461538461538464,0.4166666666666667,0.0,0.0,62.0,63.0,347.0,322.0,14.0,13.0,5.6,5.1,262.0,231.0,0.7777777777777778,0.5428571428571428,6.6,6.2,2.0,1.0,0.14814814814814814,0.08333333333333333,85.0,91.0,22.0,26.0,3.9,3.5,0.6666666666666666,1.0,0.12658227848101267,0.1,4.0,3.0,2.0,2.0,0.0,1.0,1979,1621,1
12,17,20.0,12.0,15.0,8.0,5.0,4.0,0.0,0.0,0.5,0.25,0.0,1.0,68.0,52.0,372.0,243.0,10.0,10.0,5.5,4.7,261.0,187.0,0.7222222222222222,0.6111111111111112,6.5,5.1,0.0,2.0,0.3333333333333333,0.25,111.0,56.0,28.0,15.0,4.0,3.7,0.25,0.0,0.14,0.11764705882352941,1.0,2.0,1.0,0.0,2.0,0.0,2117,1483,0
26,28,9.0,24.0,7.0,18.0,1.0,5.0,1.0,1.0,0.1875,0.4375,0.0,0.0,56.0,76.0,215.0,568.0,15.0,16.0,3.8,7.5,178.0,476.0,0.35294117647058826,0.6595744680851063,4.8,9.9,0.0,2.0,0.14285714285714285,0.3333333333333333,37.0,92.0,19.0,28.0,1.9,3.3,0.5,1.0,0.2,0.1044776119402985,0.0,2.0,0.0,0.0,0.0,0.0,1483,2117,1
31,14,11.0,21.0,4.0,13.0,5.0,6.0,2.0,2.0,0.08333333333333333,0.6666666666666666,0.0,0.0,54.0,71.0,151.0,439.0,12.0,12.0,2.8,6.2,60.0,277.0,0.3870967741935484,0.7142857142857143,1.8,8.9,1.0,1.0,0.14285714285714285,0.2727272727272727,91.0,162.0,21.0,40.0,4.3,4.1,0.0,0.8,0.1276595744680851,0.06578947368421052,2.0,1.0,1.0,0.0,0.0,0.0,1266,2334,1
29,9,14.0,22.0,11.0,10.0,3.0,10.0,0.0,2.0,0.5454545454545454,0.375,0.0,1.0,50.0,70.0,265.0,357.0,9.0,9.0,5.3,5.1,158.0,186.0,0.5333333333333333,0.5185185185185185,5.3,6.2,1.0,0.0,0.0,0.2,107.0,171.0,20.0,40.0,5.4,4.3,1.0,0.25,0.13793103448275862,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1436,2164,1
13,4,17.0,30.0,8.0,17.0,4.0,11.0,5.0,2.0,0.0,0.375,0.0,1.0,48.0,82.0,320.0,505.0,13.0,12.0,6.7,6.2,241.0,285.0,0.6206896551724138,0.6571428571428571,8.0,7.9,0.0,0.0,0.125,0.14285714285714285,79.0,220.0,18.0,46.0,4.4,4.8,0.5,0.5,0.10810810810810811,0.10526315789473684,3.0,0.0,3.0,0.0,0.0,1.0,1264,2336,1
10,6,20.0,14.0,8.0,12.0,10.0,1.0,2.0,1.0,0.35714285714285715,0.25,1.0,0.0,63.0,54.0,403.0,307.0,12.0,12.0,6.4,5.7,178.0,275.0,0.75,0.5833333333333334,6.6,7.4,0.0,0.0,0.13043478260869565,0.125,225.0,32.0,36.0,17.0,6.3,1.9,0.6,0.5,0.14444444444444443,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2096,1504,0
1,18,27.0,18.0,18.0,9.0,6.0,7.0,3.0,2.0,0.5,0.125,0.0,0.0,82.0,52.0,456.0,332.0,13.0,11.0,5.6,6.4,363.0,196.0,0.5681818181818182,0.6521739130434783,7.7,7.0,1.0,0.0,0.42857142857142855,0.3125,93.0,136.0,35.0,24.0,2.7,5.7,0.6,1.0,0.09803921568627451,0.07575757575757576,2.0,2.0,1.0,2.0,0.0,2.0,2209,1391,0
4,7,22.0,19.0,13.0,15.0,4.0,3.0,5.0,1.0,0.4666666666666667,0.5333333333333333,0.0,0.5,66.0,66.0,396.0,336.0,13.0,12.0,6.0,5.1,346.0,268.0,0.7297297297297297,0.631578947368421,8.9,6.2,0.0,1.0,0.13333333333333333,0.16129032258064516,50.0,68.0,27.0,23.0,1.9,3.0,0.6666666666666666,1.0,0.15,0.07476635514018691,0.0,3.0,0.0,2.0,0.0,0.0,1820,1780,0
12,20,22.0,19.0,12.0,7.0,5.0,10.0,5.0,2.0,0.375,0.36363636363636365,0.0,0.0,76.0,56.0,359.0,368.0,13.0,12.0,4.7,6.6,221.0,210.0,0.5,0.47058823529411764,5.0,11.7,1.0,0.0,0.2857142857142857,0.14285714285714285,138.0,158.0,32.0,38.0,4.3,4.2,0.0,1.0,0.14285714285714285,0.1,1.0,1.0,0.0,1.0,0.0,0.0,1985,1615,1
17,22,27.0,14.0,17.0,9.0,8.0,3.0,2.0,2.0,0.5333333333333333,0.2727272727272727,0.0,0.0,75.0,55.0,379.0,290.0,11.0,11.0,5.1,5.3,297.0,220.0,0.6956521739130435,0.6071428571428571,5.7,7.1,1.0,0.0,0.15384615384615385,0.23076923076923078,82.0,70.0,23.0,24.0,3.6,2.9,1.0,0.3333333333333333,0.17142857142857143,0.10416666666666667,2.0,0.0,1.0,0.0,0.0,0.0,1867,1733,1
19,8,27.0,19.0,17.0,12.0,8.0,5.0,2.0,2.0,0.47058823529411764,0.4,1.0,0.0,79.0,55.0,369.0,349.0,11.0,11.0,4.7,6.3,248.0,237.0,0.5714285714285714,0.6451612903225806,5.5,7.4,0.0,2.0,0.1875,0.14285714285714285,121.0,112.0,34.0,23.0,3.6,4.9,0.6,0.75,0.09090909090909091,0.2,0.0,3.0,0.0,1.0,0.0,0.0,2232,1368,0
30,21,18.0,15.0,9.0,8.0,6.0,5.0,3.0,2.0,0.07692307692307693,0.21428571428571427,0.5,0.0,65.0,63.0,255.0,212.0,13.0,14.0,3.9,3.4,155.0,143.0,0.5757575757575758,0.6216216216216216,4.2,3.2,0.0,3.0,0.13333333333333333,0.17777777777777778,100.0,69.0,28.0,18.0,3.6,3.8,0.6666666666666666,0.0,0.125,0.15,0.0,3.0,0.0,0.0,0.0,0.0,1941,1659,0
28,31,21.0,15.0,13.0,13.0,7.0,1.0,1.0,1.0,0.4375,0.35714285714285715,0.0,0.0,68.0,62.0,359.0,204.0,12.0,13.0,5.3,3.3,221.0,173.0,0.6666666666666666,0.5348837209302325,6.3,3.7,0.0,1.0,0.125,0.23529411764705882,138.0,31.0,33.0,15.0,4.2,2.1,0.6666666666666666,0.6666666666666666,0.10891089108910891,0.2222222222222222,0.0,2.0,0.0,1.0,2.0,0.0,2014,1586,0
27,16,23.0,22.0,13.0,14.0,9.0,5.0,1.0,3.0,0.5384615384615384,0.16666666666666666,0.0,0.0,63.0,67.0,475.0,364.0,13.0,12.0,7.5,5.4,306.0,277.0,0.75,0.5454545454545454,10.9,5.7,0.0,1.0,0.0,0.13513513513513514,169.0,87.0,35.0,18.0,4.8,4.8,1.0,0.5,0.11428571428571428,0.11627906976744186,1.0,1.0,1.0,0.0,0.0,0.0,1934,1666,0
14,23,24.0,17.0,15.0,11.0,7.0,5.0,2.0,1.0,0.5714285714285714,0.6153846153846154,0.0,0.0,69.0,54.0,423.0,396.0,10.0,10.0,6.1,7.3,307.0,282.0,0.6285714285714286,0.5294117647058824,8.5,8.3,0.0,1.0,0.16666666666666666,0.0,116.0,114.0,33.0,20.0,3.5,5.7,0.75,1.0,0.11666666666666667,0.14102564102564102,0.0,1.0,0.0,0.0,0.0,0.0,2222,1378,0
25,5,23.0,12.0,15.0,10.0,7.0,2.0,1.0,0.0,0.4666666666666667,0.3076923076923077,0.0,0.0,69.0,54.0,478.0,287.0,11.0,11.0,6.9,5.3,375.0,245.0,0.6842105263157895,0.5135135135135135,9.4,6.0,0.0,1.0,0.3333333333333333,0.15384615384615385,103.0,42.0,29.0,13.0,3.6,3.2,0.6,0.0,0.14893617021276595,0.11538461538461539,0.0,1.0,0.0,0.0,0.0,0.0,2175,1425,0
6,26,21.0,19.0,15.0,15.0,1.0,3.0,5.0,1.0,0.2,0.4117647058823529,1.0,0.0,57.0,68.0,407.0,317.0,14.0,13.0,7.1,4.7,335.0,243.0,0.631578947368421,0.6363636363636364,8.4,5.4,3.0,0.0,0.10526315789473684,0.14285714285714285,72.0,74.0,17.0,23.0,4.2,3.2,0.5,0.0,0.0967741935483871,0.12962962962962962,4.0,0.0,1.0,0.0,0.0,2.0,1541,2059,1
0,10,23.0,9.0,13.0,5.0,6.0,3.0,4.0,1.0,0.5882352941176471,0.38461538461538464,0.0,0.0,69.0,48.0,401.0,206.0,11.0,11.0,5.8,4.3,239.0,126.0,0.65625,0.5,7.2,4.2,0.0,1.0,0.09090909090909091,0.0,162.0,80.0,36.0,18.0,4.5,4.4,0.75,0.3333333333333333,0.13043478260869565,0.15517241379310345,2.0,1.0,2.0,0.0,0.0,1.0,2259,1341,0
15,2,12.0,24.0,9.0,13.0,2.0,11.0,1.0,0.0,0.14285714285714285,0.3076923076923077,0.0,0.0,60.0,71.0,254.0,448.0,14.0,13.0,4.2,6.3,168.0,245.0,0.6071428571428571,0.6176470588235294,4.7,7.0,0.0,2.0,0.18604651162790697,0.3333333333333333,86.0,203.0,24.0,36.0,3.6,5.6,0.0,0.5,0.13333333333333333,0.12,1.0,2.0,1.0,0.0,0.0,0.0,1654,1946,1
9,3,17.0,19.0,10.0,12.0,5.0,5.0,2.0,2.0,0.42857142857142855,0.35714285714285715,0.0,0.0,65.0,71.0,432.0,309.0,12.0,14.0,6.6,4.4,343.0,216.0,0.6285714285714286,0.5,9.8,4.6,0.0,1.0,0.0,0.25,89.0,93.0,30.0,24.0,3.0,3.9,0.5,1.0,0.21739130434782608,0.21052631578947367,1.0,1.0,1.0,0.0,2.0,0.0,1718,1882,0
31,4,28.0,16.0,11.0,12.0,13.0,2.0,4.0,2.0,0.5625,0.46153846153846156,0.0,0.0,80.0,53.0,423.0,323.0,10.0,10.0,5.3,6.1,205.0,260.0,0.5882352941176471,0.5405405405405406,5.5,6.8,0.0,0.0,0.14285714285714285,1.0,218.0,63.0,43.0,15.0,5.1,4.2,0.5,0.5,0.1,0.140625,0.0,0.0,0.0,0.0,0.0,0.0,2454,1146,1
21,7,16.0,22.0,8.0,17.0,6.0,3.0,2.0,2.0,0.3125,0.3333333333333333,0.0,1.0,60.0,68.0,276.0,373.0,13.0,13.0,4.6,5.5,118.0,255.0,0.5769230769230769,0.7209302325581395,3.8,5.2,2.0,1.0,0.1282051282051282,0.21428571428571427,158.0,118.0,29.0,19.0,5.4,6.2,0.5,0.3333333333333333,0.14,0.16666666666666666,2.0,4.0,0.0,3.0,0.0,0.0,1943,1657,1
8,25,24.0,14.0,17.0,10.0,7.0,3.0,0.0,1.0,0.36363636363636365,0.4166666666666667,1.0,0.6666666666666666,69.0,51.0,393.0,224.0,10.0,9.0,5.7,4.4,256.0,172.0,0.78125,0.6176470588235294,7.1,4.6,0.0,1.0,0.19047619047619047,0.16666666666666666,137.0,52.0,33.0,14.0,4.2,3.7,0.5,0.6666666666666666,0.08333333333333333,0.13333333333333333,0.0,3.0,0.0,2.0,0.0,0.0,2242,1358,0
